hour_of_day,login_duration,failed_attempts,country_code,device_known,typing_speed_wpm,ip_reputation,logins_last_24h,time_since_last,label
9,1883.12,0,0,1,63.99,0,2,16.84,0
12,1784.84,1,0,1,54.18,0,4,20.6,0
13,1702.39,2,0,1,37.15,0,4,17.23,0
13,1710.27,0,0,0,58.46,0,5,14.19,0
13,2200.73,0,0,1,79.84,0,1,23.68,0
10,1221.92,0,0,1,56.45,0,1,9.71,0
19,1596.31,0,0,1,54.97,0,4,10.29,0
16,1919.63,0,0,1,63.31,0,1,12.35,0
14,1817.74,0,0,1,45.97,0,1,10.33,0
16,1414.18,0,0,1,45.39,0,1,24.51,0
9,2442.14,0,0,1,34.8,0,2,2.32,0
17,1786.0,1,0,1,36.58,0,4,8.8,0
13,1448.0,0,0,1,41.88,0,5,10.04,0
16,1839.13,0,0,0,57.83,0,4,26.26,0
13,2136.29,1,0,1,64.13,0,2,16.46,0
5,113.15,7,1,0,105.21,0,36,0.69,1
10,2350.6,0,0,1,57.58,0,1,13.76,0
21,2037.03,0,0,1,56.81,0,3,13.44,0
16,1627.08,1,0,1,63.93,0,1,15.49,0
13,1863.24,1,0,1,69.47,0,4,7.93,0
11,965.68,1,0,1,56.57,0,5,13.87,0
15,634.3,2,0,1,55.99,0,4,12.82,0
17,1656.8,0,0,1,59.56,0,5,2.32,0
10,1310.71,0,0,1,51.26,0,2,20.18,0
13,1273.67,0,0,1,54.1,0,1,13.94,0
8,2127.97,0,0,0,57.8,0,3,21.3,0
21,1501.02,0,0,1,58.78,0,4,0.64,0
14,1885.52,0,0,1,48.56,0,2,19.54,0
10,1441.1,0,0,1,52.57,0,1,0.5,0
11,2293.36,0,0,1,54.56,0,5,11.9,0
8,1917.89,0,0,1,52.72,0,5,7.14,0
10,1363.35,0,0,1,53.93,0,4,7.77,0
17,1803.52,0,1,1,57.04,0,1,7.69,0
9,1211.8,0,0,1,59.92,0,1,25.51,0
10,1242.2,2,0,1,64.79,0,1,0.5,0
9,1396.62,0,0,1,72.18,0,4,1.88,0
16,1296.85,0,0,1,33.41,0,2,16.81,0
16,1099.27,0,0,1,40.85,0,1,14.39,0
16,2319.99,0,0,1,59.88,0,5,16.49,0
18,1202.38,0,0,1,56.53,0,5,0.5,0
10,1813.49,0,0,1,49.61,0,3,2.73,0
14,1946.7,0,0,1,74.79,0,4,11.94,0
13,1822.08,0,0,1,61.44,0,4,12.37,0
12,2074.54,0,0,1,68.6,0,5,23.15,0
15,2233.2,0,0,1,52.33,0,5,20.14,0
16,2071.58,0,0,1,55.55,0,1,8.36,0
18,1309.53,0,0,1,62.89,0,3,13.14,0
0,165.93,6,1,0,117.19,0,45,0.52,1
19,2295.06,2,0,1,57.46,0,4,16.82,0
11,2411.21,0,0,1,58.15,0,1,18.57,0
10,1770.26,0,0,0,44.08,0,1,10.07,0
20,1515.21,0,0,1,75.14,0,1,0.71,0
12,1844.35,0,0,1,52.72,0,1,16.0,0
12,1584.57,2,0,1,65.15,0,4,2.95,0
13,1772.15,0,0,1,43.3,0,1,6.25,0
16,2388.63,0,0,1,70.59,0,1,6.9,0
13,2078.08,0,0,1,54.68,0,3,17.91,0
10,1525.38,0,0,1,61.47,0,4,9.25,0
13,2522.44,0,0,1,57.0,0,4,8.12,0
13,1452.83,0,0,1,37.13,0,4,9.66,0
10,2185.56,0,0,1,65.96,0,3,6.27,0
16,1951.91,1,1,1,60.59,0,2,5.62,0
9,1400.72,0,0,1,43.67,0,4,9.03,0
7,2131.22,0,1,1,53.72,0,3,0.5,0
13,1490.97,0,0,1,51.06,0,3,22.53,0
13,2198.91,0,0,1,48.08,0,5,8.7,0
15,1579.78,1,0,1,66.13,0,3,20.43,0
11,1987.18,0,0,1,62.44,0,1,2.23,0
11,1957.05,0,0,1,53.12,0,3,2.21,0
15,1908.97,0,0,1,77.07,0,5,20.31,0
15,2414.46,1,0,1,47.1,0,1,5.69,0
17,1693.9,0,0,1,49.08,0,2,6.85,0
9,2106.35,0,0,1,48.24,0,3,13.75,0
14,1776.99,0,0,1,48.8,0,3,17.98,0
13,1932.34,1,0,1,46.55,0,3,9.55,0
14,2449.55,1,0,1,54.02,0,4,7.51,0
13,1809.23,2,0,1,63.8,0,5,17.51,0
15,2708.97,0,0,1,68.77,0,4,7.32,0
11,1853.0,1,0,1,68.05,0,4,15.01,0
10,2531.85,0,0,1,48.9,0,2,9.23,0
15,1592.77,0,0,1,65.01,0,3,6.62,0
16,2435.58,0,0,1,50.88,0,2,12.07,0
2,172.8,5,1,0,124.65,1,11,0.2,1
8,2065.88,0,0,1,65.41,0,4,10.25,0
12,1320.12,0,0,1,43.22,0,1,11.93,0
11,1669.6,0,0,1,45.55,0,3,9.36,0
12,1549.07,1,0,1,58.14,0,4,22.59,0
1,98.38,3,0,0,104.71,1,19,0.6,1
8,2376.78,0,0,1,46.15,0,5,10.81,0
11,1202.6,0,0,1,53.7,0,1,19.81,0
1,10.0,4,1,0,13.6,1,16,0.61,1
22,22.87,3,1,0,22.41,1,17,0.02,1
10,1713.39,1,0,1,40.24,0,1,5.61,0
14,1943.06,0,0,1,45.76,0,2,20.49,0
11,1737.41,0,0,1,43.79,0,3,22.75,0
11,1647.02,0,0,1,54.66,0,3,6.68,0
9,1716.61,0,0,1,58.29,0,2,21.08,0
8,1842.88,0,0,1,51.2,0,2,12.84,0
14,1720.72,0,0,1,71.0,0,5,21.31,0
14,1592.9,1,0,1,55.43,0,1,21.63,0
5,223.03,6,1,0,94.76,0,49,0.48,1
14,1944.26,0,0,1,35.5,0,5,2.14,0
10,1533.83,0,0,1,57.11,0,1,13.84,0
10,1763.21,0,0,1,51.97,0,2,0.5,0
1,180.58,8,1,0,119.19,0,28,0.54,1
17,1414.94,0,0,1,24.89,0,2,7.05,0
11,1883.04,2,0,1,50.41,0,4,6.7,0
16,2035.23,0,0,1,57.2,0,1,8.16,0
8,2794.08,1,0,1,50.6,0,3,16.84,0
14,2359.84,0,0,1,55.56,0,2,5.58,0
8,529.32,0,0,1,57.53,0,4,6.25,0
9,2649.91,0,0,1,49.96,0,5,4.63,0
8,1101.24,2,0,1,49.2,0,1,0.5,0
22,168.42,6,0,0,13.96,0,28,0.62,1
9,1600.55,0,0,1,53.49,0,4,21.59,0
12,1544.96,0,0,1,65.71,0,5,1.73,0
11,2143.21,1,0,1,46.97,0,4,16.04,0
12,1266.16,0,0,1,66.75,0,3,15.02,0
8,2533.56,0,0,1,58.38,0,5,15.1,0
10,1755.4,0,0,1,58.55,0,1,11.47,0
13,1936.66,0,0,1,63.72,0,5,6.59,0
11,1791.78,1,0,1,59.02,0,5,13.37,0
8,1855.06,0,0,1,34.75,1,1,23.51,0
10,2008.28,0,0,1,50.22,0,3,20.9,0
19,1349.77,0,0,1,81.72,0,3,0.5,0
9,1572.34,0,0,1,37.52,0,3,11.48,0
9,1265.66,0,0,1,49.26,0,5,8.51,0
9,1593.93,0,0,1,42.99,0,2,13.68,0
10,1424.21,1,0,1,65.93,0,3,7.01,0
13,1472.93,0,0,1,49.09,0,3,14.9,0
13,2279.72,0,0,1,64.97,0,2,3.88,0
17,2380.4,1,0,1,56.51,0,5,15.72,0
22,298.73,8,1,0,103.58,1,37,0.16,1
9,1067.33,1,0,1,58.24,0,2,14.96,0
14,1830.23,0,0,1,57.65,0,3,12.07,0
18,1814.71,0,0,1,50.55,0,4,15.46,0
1,202.61,8,0,0,10.49,1,11,0.34,1
22,161.83,3,0,0,131.93,1,42,0.62,1
13,1458.6,0,1,1,44.33,0,2,11.48,0
10,1683.3,0,0,1,42.71,0,2,5.46,0
14,1987.59,0,0,1,71.95,0,4,11.7,0
11,1718.05,0,0,1,50.91,0,2,7.63,0
9,2658.33,0,0,1,74.09,0,3,8.49,0
18,1291.23,1,0,1,55.73,0,4,4.6,0
10,2254.93,1,0,1,59.58,0,1,9.08,0
5,10.0,3,1,0,11.71,1,26,0.26,1
13,1627.55,0,0,1,48.62,0,2,9.01,0
9,1565.43,2,0,1,62.46,0,3,7.55,0
13,1313.37,0,0,1,66.51,0,1,23.26,0
17,1831.43,0,0,1,76.41,0,5,24.59,0
15,1658.53,0,0,1,54.6,0,4,7.83,0
2,252.53,3,0,0,124.34,1,40,0.6,1
2,81.67,4,0,0,125.09,1,12,0.01,1
20,1639.28,0,0,1,55.3,0,3,11.56,0
11,1557.01,2,0,1,63.88,0,4,16.48,0
17,1294.89,0,0,1,50.29,0,5,10.53,0
8,1883.79,0,0,1,64.07,0,5,12.13,0
8,1465.04,1,0,1,58.54,0,3,24.14,0
11,2424.1,1,0,1,59.79,0,2,17.28,0
23,235.28,4,1,0,28.61,1,33,0.01,1
12,2233.26,1,0,1,55.95,0,3,9.17,0
11,1830.86,0,0,1,50.0,0,1,12.92,0
13,1832.51,0,0,1,64.26,0,1,19.28,0
8,2250.94,0,0,1,52.72,0,1,23.3,0
8,1339.54,0,0,1,35.24,0,4,5.73,0
13,1647.4,0,0,1,57.85,0,2,12.63,0
3,390.08,8,1,0,10.76,0,38,0.42,1
13,1726.39,0,0,1,38.16,0,3,16.73,0
13,1463.42,0,0,1,52.84,0,4,13.24,0
12,2150.47,0,0,0,46.96,0,2,10.7,0
7,2457.35,0,0,1,53.91,0,3,2.59,0
8,1538.99,0,0,1,53.57,0,5,17.69,0
20,1260.78,0,0,1,59.04,0,4,9.11,0
18,1724.39,0,0,1,66.18,0,4,7.65,0
16,2095.67,0,0,1,47.62,0,4,11.96,0
15,1568.75,0,0,1,57.58,0,1,12.08,0
14,2301.25,0,0,0,63.7,0,5,12.45,0
17,1927.41,1,0,1,51.05,0,5,10.24,0
17,2321.31,0,0,1,47.16,0,1,9.46,0
8,1107.89,1,0,1,55.31,0,4,6.36,0
12,1374.31,0,0,0,76.72,0,4,7.97,0
14,1878.45,0,0,1,54.2,0,3,19.83,0
5,72.98,4,1,0,13.13,1,22,0.42,1
8,1971.34,0,0,1,55.14,0,2,3.0,0
0,84.62,4,1,1,107.97,0,42,1.04,1
12,1831.59,1,0,1,35.9,0,2,15.19,0
10,1988.62,0,0,1,43.72,0,2,15.61,0
14,1197.39,0,0,1,65.43,0,4,0.5,0
12,1368.06,0,0,1,40.96,0,3,14.74,0
8,1035.34,0,1,1,65.03,0,5,12.86,0
14,848.63,0,1,1,37.7,0,2,9.05,0
14,1923.05,0,0,1,64.1,0,3,17.07,0
8,1621.47,0,0,1,36.71,0,2,12.81,0
2,193.85,3,1,0,116.42,0,15,0.38,1
16,1581.97,1,0,1,37.56,0,5,20.42,0
14,1767.63,1,0,1,71.46,0,3,12.78,0
9,2241.57,1,0,0,58.9,0,1,11.73,0
15,1623.9,0,0,1,45.31,0,1,7.17,0
11,1493.17,0,0,1,52.14,0,2,13.14,0
13,1634.15,0,0,1,65.1,0,2,13.09,0
13,2188.07,0,0,1,43.86,0,2,13.82,0
15,1811.77,0,0,1,56.75,0,2,19.6,0
15,1578.83,0,0,1,61.53,0,1,6.08,0
10,2142.68,0,0,1,65.48,0,5,3.98,0
2,114.19,4,1,0,129.67,1,13,0.27,1
8,1402.66,0,0,1,51.31,0,1,13.47,0
9,2255.82,0,0,1,51.71,0,3,5.34,0
12,2209.22,0,0,1,55.9,0,1,6.45,0
14,1119.33,0,0,1,38.82,0,3,13.99,0
15,1577.55,0,0,1,51.93,0,1,2.55,0
10,1669.76,0,0,1,72.9,0,3,12.83,0
3,172.98,9,1,1,26.28,1,29,0.58,1
8,2671.42,0,0,0,51.61,0,1,14.59,0
17,1858.92,0,0,1,53.81,0,4,11.15,0
9,2242.49,0,0,1,41.82,0,5,13.85,0
14,1871.85,1,0,1,70.69,0,2,13.0,0
15,2560.11,1,0,1,46.44,0,2,14.63,0
10,2214.18,0,0,1,39.57,0,1,14.92,0
9,2110.05,0,0,1,49.24,0,4,7.67,0
13,1490.94,0,0,1,66.28,0,4,12.27,0
14,1825.46,0,0,1,55.48,0,1,24.78,0
17,1849.9,0,0,1,43.98,0,2,15.74,0
12,1677.75,1,0,1,71.96,0,2,8.0,0
11,2288.52,0,0,1,67.69,0,3,19.4,0
9,1743.85,0,0,1,55.88,0,4,12.63,0
14,2235.96,0,0,1,45.64,0,5,5.5,0
13,1200.39,1,0,1,62.1,0,3,12.16,0
11,2301.81,0,0,1,39.11,0,2,14.24,0
20,1666.78,0,0,1,60.93,0,4,7.87,0
9,2184.12,0,0,1,49.84,0,2,19.76,0
14,1990.24,0,0,1,49.82,0,5,11.62,0
4,186.33,10,1,0,144.16,0,21,0.56,1
12,2002.81,0,0,1,47.99,0,1,18.18,0
10,1208.96,0,0,1,70.65,0,2,19.46,0
10,1732.06,0,0,1,36.04,0,2,8.22,0
15,1584.48,0,0,1,57.59,0,3,3.35,0
1,268.41,4,1,0,16.55,0,14,0.01,1
1,249.72,7,1,1,128.53,0,48,0.15,1
5,165.61,5,1,0,119.57,1,40,0.75,1
17,973.97,0,0,1,50.29,0,2,2.83,0
17,2247.42,0,0,0,59.23,0,3,4.11,0
16,1789.05,1,0,1,62.25,0,4,16.49,0
13,1735.22,0,0,1,55.83,0,2,14.91,0
13,2386.71,0,0,1,40.88,0,2,14.71,0
12,1719.74,0,0,0,38.21,0,3,15.11,0
12,1454.41,0,0,0,53.57,0,4,6.0,0
13,2007.55,0,0,1,52.28,0,1,17.5,0
11,1527.8,0,0,1,54.41,0,2,7.78,0
17,2002.46,0,0,1,55.7,0,5,2.82,0
11,1910.63,0,0,1,58.8,0,1,10.22,0
11,2248.95,0,0,1,50.01,0,3,11.43,0
2,170.93,9,1,0,131.57,1,42,0.56,1
7,1889.26,0,0,1,56.94,0,4,17.99,0
16,1919.38,1,0,1,66.26,0,2,22.82,0
12,1068.13,0,0,1,55.61,0,4,0.59,0
1,207.06,10,1,0,128.93,1,16,0.24,1
1,346.65,5,1,0,141.2,1,24,0.58,1
0,200.25,8,1,0,10.89,1,21,0.46,1
4,78.06,4,1,0,9.72,1,13,0.41,1
10,1786.43,0,0,1,75.96,0,4,6.96,0
19,965.64,0,0,1,61.39,0,5,19.25,0
10,1689.24,0,0,1,63.35,0,5,13.98,0
14,1754.18,2,0,1,50.97,0,1,6.4,0
10,1929.0,0,0,0,44.37,0,1,16.38,0
11,1632.23,0,0,1,56.94,0,1,19.96,0
23,102.87,6,1,0,129.91,1,24,0.05,1
13,2323.95,0,0,1,54.69,0,3,10.83,0
17,1520.23,0,0,1,54.66,0,4,13.56,0
7,2164.17,0,0,1,57.48,0,1,9.06,0
2,247.16,9,0,0,105.07,1,30,0.48,1
18,1703.43,0,0,1,66.89,0,3,20.02,0
12,2178.08,0,0,1,56.3,0,4,15.33,0
10,1634.44,0,0,1,52.07,0,5,10.43,0
14,2208.65,0,0,1,56.68,0,3,19.35,0
8,1834.99,2,0,1,71.59,0,3,16.1,0
21,1784.04,1,0,1,49.84,0,4,13.99,0
21,1610.33,0,0,0,57.4,0,2,13.22,0
10,1672.7,0,0,1,63.7,0,2,13.67,0
10,2324.47,1,0,1,58.64,0,1,14.69,0
17,1237.17,0,0,1,59.29,0,2,14.16,0
9,1713.15,0,0,1,62.5,0,3,10.34,0
14,2470.95,0,0,1,58.65,0,3,0.5,0
10,1613.52,0,0,0,46.14,0,4,9.26,0
11,2369.8,0,0,1,56.06,0,1,1.88,0
9,2003.44,0,0,1,58.44,0,3,8.73,0
11,1690.86,0,0,1,66.87,0,2,12.11,0
17,2828.8,0,0,0,47.68,0,4,9.01,0
13,1960.19,1,0,1,60.93,0,1,7.27,0
14,1500.23,0,0,1,45.32,0,1,11.27,0
11,2123.21,0,0,1,50.4,0,4,15.14,0
21,1650.65,0,0,1,60.92,0,1,12.6,0
11,1590.22,0,0,1,52.79,0,4,8.78,0
12,1889.31,2,0,1,59.99,0,5,16.33,0
11,1854.34,1,0,1,43.45,0,2,6.43,0
12,1774.5,0,0,1,56.46,0,4,12.16,0
18,1866.16,0,0,1,47.74,0,3,14.43,0
4,242.02,3,1,0,105.84,1,29,0.01,1
10,1278.86,0,0,1,62.13,0,4,6.67,0
13,1155.37,0,0,1,63.1,0,3,9.11,0
10,1672.46,0,0,1,65.77,0,4,7.56,0
21,1328.43,1,0,1,53.43,0,5,7.92,0
10,2374.03,0,0,1,59.93,0,2,7.94,0
14,1588.32,1,0,1,49.0,0,2,17.25,0
14,2316.82,0,0,1,68.69,0,1,17.91,0
10,2028.17,0,0,1,50.29,0,1,14.33,0
10,1470.59,2,0,1,65.42,0,2,10.72,0
10,2004.06,0,0,1,69.1,0,4,9.14,0
7,1944.15,0,0,1,49.66,0,1,8.09,0
15,1448.29,0,0,1,48.79,0,5,13.76,0
22,10.0,10,0,0,111.4,0,42,0.47,1
12,1514.13,0,0,1,72.98,0,1,0.5,0
9,1689.33,0,0,1,41.13,0,3,9.35,0
10,2159.47,0,0,1,54.25,0,1,22.17,0
10,1584.5,0,0,1,44.22,0,2,17.58,0
10,1747.13,0,0,1,72.51,0,4,14.86,0
15,2381.31,1,0,1,68.09,0,5,4.87,0
13,2451.39,0,0,1,47.02,0,1,15.75,0
12,1520.7,0,0,1,36.48,0,1,16.74,0
13,1828.91,0,0,1,54.15,0,3,16.26,0
17,1773.42,0,0,1,64.6,0,3,7.7,0
3,290.35,9,1,1,108.91,0,24,0.5,1
12,1577.99,2,0,0,52.91,0,2,20.46,0
5,179.68,3,1,0,104.54,1,32,0.22,1
8,1646.22,0,0,1,55.71,0,3,10.54,0
17,1370.14,0,1,1,55.85,0,1,12.72,0
11,2365.67,0,0,1,57.47,0,2,11.48,0
22,297.63,6,1,0,12.95,1,27,0.22,1
11,1645.8,0,0,1,52.73,0,2,8.45,0
19,2242.36,0,0,1,67.31,0,1,23.05,0
7,950.42,0,0,1,63.89,0,2,8.02,0
18,2222.95,0,0,1,52.71,0,4,7.65,0
11,2083.74,1,1,1,54.46,0,4,1.07,0
16,1813.71,1,0,1,34.08,0,4,21.83,0
14,1441.47,0,0,1,37.79,0,2,8.21,0
21,1600.93,2,0,1,37.58,0,4,3.45,0
3,72.52,5,1,0,22.94,1,35,0.61,1
13,1739.48,0,0,1,70.48,0,5,7.69,0
14,2263.75,0,0,1,60.86,0,3,26.38,0
18,2654.23,0,0,1,58.6,0,4,18.26,0
3,224.53,5,0,0,16.37,0,17,0.18,1
12,1554.81,0,0,1,40.51,0,1,0.5,0
10,1373.59,0,0,1,45.92,0,5,14.26,0
9,2225.06,1,0,1,67.33,0,5,14.39,0
10,1801.26,0,0,1,55.58,0,2,17.93,0
9,1401.94,0,0,1,39.58,0,2,15.46,0
22,72.01,3,1,0,20.07,1,28,0.8,1
9,1584.94,0,0,1,61.91,0,2,2.21,0
15,2124.68,0,0,1,40.35,0,3,8.6,0
18,1959.22,0,0,1,49.78,1,2,13.54,0
10,2045.98,0,0,1,57.8,0,5,15.65,0
15,1601.65,0,0,0,38.47,0,3,16.08,0
7,1589.65,0,0,1,57.05,0,1,12.46,0
10,1475.64,0,0,1,62.73,0,4,14.14,0
13,1085.45,0,0,0,43.21,0,4,11.96,0
19,1767.65,0,0,1,50.35,0,2,17.51,0
10,1791.09,0,0,0,55.25,0,2,11.85,0
12,1478.87,0,0,1,57.17,0,5,5.13,0
12,2264.9,0,0,1,51.48,0,4,0.5,0
16,1645.06,0,0,1,65.35,0,5,8.09,0
9,2346.56,2,0,1,49.52,0,3,8.89,0
1,232.67,10,1,0,23.72,0,47,0.18,1
11,845.23,0,0,1,48.86,0,4,9.08,0
9,2058.6,0,0,1,47.04,0,2,6.51,0
11,2238.89,0,0,1,43.02,0,1,15.52,0
10,2678.49,0,0,1,54.44,0,3,8.54,0
15,2657.2,0,0,1,41.61,0,3,14.64,0
19,2130.85,0,0,1,71.06,0,5,17.58,0
15,2144.65,0,0,1,61.83,0,2,9.52,0
11,2576.9,0,0,1,49.61,0,2,13.81,0
12,2214.86,0,0,1,63.22,0,1,17.02,0
1,10.0,3,1,0,123.68,1,18,0.89,1
9,1905.42,0,0,1,58.1,0,4,20.02,0
8,2038.58,0,0,1,52.63,0,2,2.52,0
10,1992.1,0,0,1,35.34,0,1,7.46,0
11,1329.34,0,0,1,57.13,0,3,15.49,0
8,1898.02,2,0,1,68.75,0,1,9.4,0
14,2190.29,0,0,1,46.34,0,1,10.71,0
12,1630.07,2,0,1,54.59,0,1,2.18,0
13,2087.37,0,0,1,52.24,0,3,14.21,0
11,1881.29,0,0,1,53.48,0,4,27.12,0
11,1854.37,1,0,1,43.67,0,2,15.12,0
11,2866.76,0,0,1,75.13,0,4,3.05,0
12,2007.74,0,0,1,56.35,0,1,1.65,0
11,1966.33,0,0,1,61.37,0,1,5.08,0
2,106.84,4,1,0,139.43,1,33,0.43,1
10,1474.1,0,0,1,43.61,0,3,3.84,0
18,1598.28,0,0,1,51.51,1,3,7.99,0
9,2260.11,0,0,1,94.42,0,1,8.11,0
23,10.0,3,1,0,20.69,1,17,0.7,1
14,913.27,0,0,1,50.33,0,3,12.34,0
11,1935.21,0,0,1,45.89,0,5,22.87,0
14,1206.38,0,0,1,70.84,0,3,12.4,0
15,2338.06,1,0,1,50.81,0,2,8.54,0
16,1614.17,0,1,1,62.07,0,5,16.32,0
15,2268.47,0,0,1,67.05,0,1,6.07,0
2,249.62,5,1,0,19.28,1,31,0.6,1
10,1774.69,0,0,1,59.78,0,5,8.3,0
19,1877.04,1,0,1,72.61,0,2,9.69,0
15,1584.78,0,0,1,58.65,0,3,14.59,0
0,116.75,10,1,0,17.51,1,38,0.15,1
11,2191.37,0,0,1,63.27,0,1,7.07,0
10,1810.15,0,0,1,36.42,0,2,13.16,0
11,1034.38,0,0,1,77.28,0,4,13.83,0
14,1320.11,0,0,1,52.47,0,5,21.94,0
11,2006.66,0,0,1,51.48,0,2,7.06,0
13,1357.14,0,0,1,49.3,0,5,10.09,0
9,2273.59,0,0,1,44.37,0,4,15.51,0
13,1474.24,0,0,1,58.46,0,1,16.33,0
15,1473.85,0,0,1,59.8,0,3,5.95,0
8,1836.82,0,0,1,45.46,0,5,8.11,0
1,152.29,9,0,1,154.88,1,11,0.43,1
9,2277.91,0,0,1,49.86,0,3,11.05,0
9,2007.96,0,0,1,57.58,0,4,22.22,0
14,2108.77,1,0,1,60.21,0,2,0.5,0
10,1832.98,0,0,1,75.37,0,1,9.72,0
15,1267.72,1,0,1,52.5,0,5,8.83,0
13,1600.34,0,0,1,55.58,1,2,7.13,0
17,1526.2,2,0,1,57.99,0,4,7.73,0
11,1858.21,0,0,1,56.73,0,2,9.25,0
23,123.21,10,1,1,12.24,1,13,0.28,1
15,1250.86,0,0,1,41.79,0,1,6.85,0
14,1769.02,1,1,1,48.5,0,4,0.5,0
18,2173.25,0,0,1,48.43,0,3,12.36,0
0,338.98,8,1,0,115.98,1,46,0.13,1
8,1109.69,0,0,1,75.71,0,2,6.33,0
17,1793.51,0,0,1,64.53,0,2,3.9,0
10,1955.84,0,0,1,68.78,0,3,11.16,0
8,2078.47,0,0,1,49.21,0,1,19.91,0
13,2135.79,1,0,1,58.55,0,3,16.05,0
10,1244.85,1,0,1,56.16,0,2,19.56,0
2,243.28,4,1,0,12.87,1,12,0.6,1
15,1571.87,0,0,1,44.23,0,5,19.61,0
10,1012.43,0,0,1,55.29,0,2,14.85,0
11,2619.48,0,0,0,37.02,0,1,13.1,0
14,1855.23,0,0,1,54.45,0,5,11.31,0
7,1471.27,0,0,1,62.24,0,1,10.04,0
10,1360.38,0,0,1,72.95,0,3,13.46,0
13,1640.04,0,1,0,70.29,0,1,11.69,0
0,259.44,10,1,0,92.69,0,30,1.09,1
10,1538.82,1,0,1,72.42,0,1,5.22,0
1,10.0,6,0,0,11.96,1,43,0.81,1
22,298.97,3,1,0,103.69,0,25,0.79,1
16,1409.44,0,0,1,59.05,0,4,4.35,0
12,1595.6,1,0,1,78.55,0,4,9.42,0
11,1640.93,0,0,1,55.87,1,3,11.15,0
1,92.28,4,1,0,127.55,0,30,0.4,1
11,1573.44,0,0,1,49.91,0,3,8.09,0
10,1721.81,0,0,1,64.58,0,4,12.38,0
17,2037.01,0,0,1,37.19,0,1,19.58,0
14,1199.91,1,0,1,39.6,0,4,17.61,0
15,2190.57,0,0,1,54.05,0,1,12.95,0
14,1266.89,1,0,1,33.23,0,4,8.84,0
18,1711.29,0,0,1,55.31,0,4,10.94,0
10,2007.29,0,0,1,54.83,0,1,3.26,0
10,1823.15,0,0,1,48.12,0,1,7.97,0
8,2297.83,0,0,1,53.88,0,1,11.12,0
11,1813.75,0,0,1,71.26,0,2,15.48,0
17,2021.62,0,0,1,66.23,0,4,6.09,0
14,1943.9,0,0,0,42.63,0,4,10.98,0
10,1633.96,2,0,1,55.69,0,4,6.64,0
12,1580.08,0,0,1,62.85,0,1,11.26,0
13,1251.3,0,0,1,47.5,0,2,16.83,0
11,1640.21,0,0,1,61.43,0,2,18.11,0
13,716.98,0,0,1,60.14,0,4,18.02,0
10,2146.87,2,0,1,48.65,0,3,20.85,0
9,1553.54,0,0,1,59.71,0,2,17.81,0
16,2013.75,1,1,1,57.31,0,5,11.51,0
13,2324.79,0,0,1,66.52,0,4,14.0,0
18,1971.27,0,0,1,66.3,0,4,3.45,0
14,2060.93,0,0,1,46.54,0,1,8.6,0
15,1360.43,0,0,1,47.77,0,1,7.49,0
4,10.0,3,1,0,14.82,1,31,0.76,1
10,1491.3,0,0,1,52.75,0,2,13.23,0
10,1506.31,0,0,1,47.32,0,4,20.92,0
1,10.0,6,1,0,116.35,1,40,0.49,1
13,928.72,0,0,1,60.21,0,4,12.13,0
13,2710.33,0,0,1,55.34,0,3,8.56,0
10,2089.65,0,0,0,74.88,0,2,11.59,0
19,2113.6,0,0,1,51.38,0,4,6.39,0
10,2881.21,0,0,1,49.86,0,3,2.15,0
16,1986.62,1,0,1,32.7,0,5,11.99,0
10,1951.66,0,0,1,38.83,0,5,17.81,0
11,1766.51,0,0,1,60.01,0,2,12.93,0
19,1352.18,1,0,1,33.23,0,3,18.85,0
9,1234.91,0,0,1,56.54,0,2,10.62,0
13,2063.81,1,0,1,58.88,0,1,11.46,0
11,1419.53,0,0,1,47.85,0,1,10.38,0
12,1975.43,0,0,1,52.37,0,3,8.92,0
21,1260.03,0,0,1,51.75,0,2,10.96,0
12,2000.1,0,0,1,54.12,0,3,3.16,0
11,1265.37,0,1,1,52.11,0,3,17.1,0
10,1437.34,0,0,1,42.6,0,2,16.53,0
11,1633.42,0,0,1,54.98,0,3,14.4,0
4,192.22,9,1,0,11.73,1,23,0.45,1
8,2359.79,0,0,1,52.18,0,4,8.01,0
14,1814.23,0,0,1,68.97,0,1,15.0,0
14,1999.64,0,0,1,63.74,0,2,5.95,0
13,2124.32,0,0,1,58.42,0,3,10.7,0
18,1832.8,2,0,1,57.08,0,3,5.22,0
8,2627.16,0,0,1,53.11,0,4,13.95,0
16,2293.49,1,0,1,38.46,0,2,13.47,0
17,2268.08,0,0,1,46.64,0,5,13.21,0
5,214.93,7,1,0,137.33,1,44,0.56,1
13,1088.24,1,0,1,56.47,0,1,20.1,0
10,1122.01,0,0,1,52.34,0,2,13.59,0
11,1410.08,0,0,1,67.84,0,5,9.91,0
15,1805.22,0,0,1,69.36,0,4,4.33,0
10,1556.94,0,0,1,51.01,0,4,4.54,0
9,1548.54,0,0,1,52.25,0,2,5.92,0
9,2012.36,0,0,1,41.26,0,2,7.52,0
18,1559.55,0,0,1,77.46,0,1,15.49,0
5,143.54,7,1,0,16.17,0,42,0.3,1
11,1203.02,0,0,1,62.88,0,4,13.02,0
10,1954.39,0,0,1,44.13,0,1,10.54,0
9,1628.54,0,0,1,74.37,0,4,8.65,0
9,2068.61,0,0,1,34.84,0,5,20.81,0
11,2020.75,0,0,1,55.56,0,1,18.18,0
0,37.11,8,1,0,133.08,0,20,0.03,1
